user_id,is_gone
4,0.0018581087418563088
6,0.0018581087418563088
10,0.002274902121308969
12,0.4121828712281416
13,1.0
15,0.8237479538214065
19,0.0018581087418563088
21,1.0
23,0.0008030766517514896
35,0.6688855640964457
40,0.0018581087418563088
45,0.5339257469275788
55,0.5819762448923983
58,0.7351056857125424
62,0.3757179934161392
72,0.0008075875405581498
74,0.6365000058686403
81,0.2725557081278857
84,0.023693487400973434
92,0.000290773421618669
93,0.000290773421618669
98,0.0
102,1.0
105,0.3474591538606488
107,0.0004744759967675599
112,0.5030964747154397
113,0.7029934440115361
119,0.9070486127479493
124,0.7628100991801342
140,0.8634756223101505
141,0.2579154031681681
143,0.000707598509356006
150,0.5192418193340304
159,0.000290773421618669
162,0.4773102755509332
164,0.5352018889573003
165,0.0018581087418563088
167,0.23148980236306727
174,0.0004744759967675599
177,0.7136801634967641
180,0.0008030766517514896
185,0.0008030766517514896
186,1.0
195,0.7741002868661915
198,0.8765583560015846
200,0.8727312559361021
204,0.7549562140569646
205,0.0014768837472001193
207,1.0
208,1.0
212,0.4519751466206087
213,0.0
217,0.0004744759967675599
218,0.0006827799568107536
234,0.0004744759967675599
235,0.6222454100733394
236,0.0007780736869951108
237,0.0018581087418563088
242,0.27465066274772265
248,0.9684016083231868
253,0.8133063679065421
260,0.6028747914057856
261,0.6699106003232131
269,0.0012961321266529138
271,0.5737843047529378
273,0.0008075875405581498
276,0.009477765704238288
283,8.697697759555497e-05
289,0.0018581087418563088
298,0.5654963813885894
303,0.7553178467838543
306,0.0
308,0.0
317,0.0012961321266529138
318,0.0012961321266529138
319,0.0012961321266529138
320,0.0012961321266529138
324,0.46419329934376463
328,0.41888415928051537
331,0.4012664571848816
335,0.4422185908962514
341,0.726563187215818
346,0.0012961321266529138
348,0.0012961321266529138
349,0.08296407987993083
351,0.0005665247141779533
355,0.7611016815192172
363,0.6598110275218527
366,0.0008030766517514896
367,0.40446849371356347
373,0.45345571205008023
375,0.00010040814610410712
382,0.007463639945734454
388,0.0004744759967675599
389,0.0004744759967675599
391,0.9958642440733474
400,0.0036380753122194167
406,0.0008707497828521224
409,1.0
411,0.5268906010950355
414,0.025514794854049838
417,0.19795682863736205
419,0.0008075875405581498
421,0.003816407558979209
423,0.0006370581139821352
424,0.43540344069494663
425,0.000290773421618669
430,0.9617459307177606
448,0.17883523446632957
460,0.4773102755509332
462,0.014821732421640641
465,0.48134241201373357
467,0.9880172258600902
474,0.832120068183838
476,0.0006605841213591925
483,0.0008707497828521224
485,0.0
486,0.6677417706207228
487,0.0006206251836296375
498,0.9980520980724973
503,0.0
504,0.0008030766517514896
511,0.0008030766517514896
516,0.0008030766517514896
522,0.007774374822956944
530,0.9030746169912015
534,0.0006206251836296375
543,0.0018581087418563088
554,0.0018581087418563088
557,0.34593430463062297
561,0.7124495979512651
565,0.7538723864959659
567,0.5692953764745412
570,0.2682369548523732
574,0.44805272429214615
575,0.12321846144477
578,0.7344759579360162
579,8.697697759555497e-05
583,0.0018581087418563088
586,0.9973351010054351
593,0.4697675567060994
599,0.3600437086879503
601,1.0
602,0.4628468506652474
611,0.0004744759967675599
613,0.3526591560324826
615,0.006469740978060732
628,0.4437293037637021
642,0.01238896570112491
650,0.0004744759967675599
659,0.5376003894019
664,0.9986711657732781
672,0.4368817904545035
680,0.0
683,0.4366597552757542
693,0.45649622452823496
696,0.0
700,0.0008030766517514896
704,0.2682369548523732
723,0.2776081176382911
725,0.18212195714451487
726,0.0006384886748955988
731,0.0014410465120028436
733,0.008987650206204985
736,0.0018581087418563088
739,0.31230784524256794
741,0.000707598509356006
744,0.4644612705610927
745,0.0014410465120028436
747,0.5192418193340304
754,0.7456465467065024
757,0.0008030766517514896
760,0.0
765,1.0
